feature,logOR,se_wald,p_wald,neglog10p,alpha,gamma,prev
1023,0.002430294781941097,0.019742886850306056,0.9020301007896636,0.04477896978762297,-3.6552957274482774,0.02,0.025551666666666667
1024,0.03330204714470677,0.022316157431879098,0.1356246804128242,0.8676612721814817,3.8877000115218268,0.02,0.97972
1025,-0.025663166032575645,0.008027978757481045,0.0013900183706988067,2.856979460004611,-1.4680940598096555,-0.02,0.18721666666666667
1026,0.027606551174943594,0.011326020832288746,0.014791470208356763,1.8299886568588684,2.390367112667132,0.02,0.916235
1027,0.018220828823304596,0.014399767114946319,0.20574381247613271,0.6866732168587265,2.949191363411096,0.02,0.95022
1028,-0.028398964995734795,0.0068962842329686755,3.821587032293677e-05,4.417756245404013,0.9309249704151672,-0.02,0.716895
1029,-0.017108724810872496,0.006948605006284973,0.013809486861088596,1.8598224588245593,0.9569234822427177,-0.02,0.7226533333333334
1030,-0.011378468743783033,0.012629931312719358,0.36763460244547486,0.43458361876608737,-2.6558100006075946,-0.02,0.06556
1031,-0.011681980473714914,0.008582182283402247,0.1734536619586079,0.7608165268877715,-1.6692417117458644,-0.02,0.157275
1032,-0.01923667303673703,0.00624461305792599,0.0020663751831156187,2.6847908226209687,-0.09881657535339339,-0.02,0.4747516666666667
1033,0.008105241770683131,0.00819459439692245,0.32261610100269833,0.49131396180096104,-1.55448932502151,0.02,0.17487666666666668
1034,-0.011209592046895107,0.006301462636412648,0.0752582356601513,1.1234459674145367,0.298081593048952,-0.02,0.5740583333333333
1035,0.008441163202418098,0.056852180033899864,0.8819674178418943,0.05454745853353634,-5.801249797377686,0.02,0.003
1036,0.018680152788848044,0.021558396715598217,0.38622105992992306,0.4131640486250156,-3.8256453207503336,0.02,0.021148333333333335
1037,-0.028500139443794082,0.040139032360063394,0.4776820985017043,0.32086103392619997,-5.055346839840263,0.02,0.006165
1038,-0.02996957017179911,0.05605795406592998,0.5929142946885777,0.22700807903683248,-5.783716813710323,0.02,0.0031533333333333335
1039,-0.01833464063866189,0.006257185283368895,0.0033877242253800895,2.470091950251107,0.17754678240654598,-0.02,0.5447533333333333
1040,0.03581242663935741,0.032046128052648865,0.26376888451639124,0.5787764372955237,4.6279599826723485,0.02,0.9902533333333333
1041,0.020999796377905024,0.009860913676484706,0.033204696207565415,1.478800488802084,2.0504177203761937,0.02,0.886185
1042,-0.01867706767482438,0.02355100362543138,0.4277500713749126,0.3688099093199349,-4.0076985000434,-0.02,0.018023333333333332
1043,0.012284453677139404,0.007423111794343916,0.09794626100917897,1.0090121380671508,-1.2229877865058523,0.02,0.227435
1044,-0.028625108511924086,0.0063834661852048315,7.316813391128585e-06,5.135678021123035,0.45021866496779794,-0.02,0.6110516666666667
1045,-0.017888649077669384,0.0135988341757269,0.18835716320261575,0.7250178589743123,-2.825957446435951,-0.02,0.05617833333333333
1046,0.0014480066584724295,0.09917018324242256,0.9883503179292159,0.005089093694367307,-8.102556566583992,0.02,0.0009866666666666667
1047,0.025115791468639622,0.006404739600741253,8.802197149430723e-05,4.055408908443943,0.4461397924148096,0.02,0.61104
1048,0.004810427500898486,0.015809179750125853,0.760914085234633,0.11866437662614061,-3.170141679446345,0.02,0.04042
1049,-0.015470285595057824,0.006324347641281507,0.01443920149755381,1.8404568230264058,0.3435604297676491,-0.02,0.5859266666666667
1050,0.014901496495148308,0.014501409561241975,0.30414295585153506,0.5169222376269487,2.968898563061285,0.02,0.95104
1051,-0.011681303549855034,0.007821155298293057,0.135292706058583,0.8687256165871271,-1.3980439913304992,-0.02,0.19916833333333334
1052,-0.011782926742909216,0.006234866572686902,0.05877879347020802,1.2307793327684884,0.002231559317798837,-0.02,0.49988333333333335
1053,0.021274534640871794,0.008773093499306847,0.015309430245382468,1.8150409716721343,1.7433846294968822,0.02,0.8502416666666667
1054,0.07233540865830837,0.029738591551815095,0.015000165270952315,1.8239039558865058,-4.563751093508982,0.02,0.010683333333333333
1055,-0.06615359548558596,0.024070615835771105,0.00599027253359361,2.22255341848826,-4.027788703046466,-0.02,0.017708333333333333
1056,0.01647990810902009,0.006254446392473939,0.008415940592216063,2.0748973388466823,0.1487543213736211,0.02,0.5372583333333333
1057,-0.03456054113163081,0.04644329195876224,0.4567887884685585,0.3402845640572882,-5.354004342749385,0.02,0.004613333333333333
1058,0.017175927946617573,0.007435036705370457,0.020880759968921588,1.680253698950293,-1.2301059746453846,0.02,0.22592333333333334
1059,-0.008026450821550901,0.007450016944613593,0.2813134386292897,0.550809520649804,1.2325729555468385,-0.02,0.774475
1060,-0.0023343211096504527,0.09558878879295787,0.9805172375129358,0.008544767023279259,6.825937221972022,0.02,0.9989383333333334
1061,-0.010921301277476092,0.008912804340117734,0.22044352586617633,0.6567026513029885,-1.7928024555902304,-0.02,0.14345166666666667
1062,-0.014691312497293161,0.006248262447708559,0.018709770584478903,1.7279315377007234,0.14022354117672986,-0.02,0.5348066666666667
1063,0.019374933481521268,0.00809418915221354,0.01668009902415862,1.7778013754298143,1.4978078894468496,0.02,0.8172283333333333
1064,0.030138745143384597,0.018041095215110034,0.0948084751194159,1.0231528384733428,3.4270160427002496,0.02,0.9686816666666667
1065,-0.02516291405011201,0.007569105131704772,0.0008860140846279672,3.0525593742443413,-1.2682193122925518,-0.02,0.21891666666666668
1066,-0.022893005126475838,0.006871812714177346,0.0008639912525093287,3.0634906545189775,0.9058212515965838,-0.02,0.7128566666666667
1067,0.0630703965300327,0.0750037717497349,0.40040601363068906,0.39749940854783355,-6.403872208491301,0.02,0.00167
1068,0.019274816758866893,0.017764336254660996,0.27790889213188785,0.5560975570656351,-3.4338742013814745,0.02,0.03147666666666667
1069,0.01808560285150248,0.008395622667054344,0.031226801787006233,1.505472493431693,-1.6308718298347316,0.02,0.16376
1070,0.018370330131714366,0.018747604326600862,0.32714726280519446,0.485256709030827,-3.538023320296981,0.02,0.028176666666666666
1071,0.004623980345048907,0.006728512798815927,0.49194299987132206,0.30808521486563983,0.7878150638758423,0.02,0.6874366666666667
1072,0.018183254031770364,0.006401698195142218,0.004505985525379423,2.3462102076982823,-0.4735288450876707,0.02,0.38418
1073,-0.037888855704279904,0.04297814428210274,0.3780016676974901,0.42250628410399227,5.256504818212394,0.02,0.9948216666666667
1074,0.037590835469040636,0.008833275385148512,2.0849456148344828e-05,4.680905268980549,-1.7896022136014476,0.02,0.14323166666666667
1075,0.013419051202591896,0.0063673960126070135,0.0350774697351473,1.4549717414090595,0.402647107534428,0.02,0.59969
1076,0.02271568937555782,0.007353615286239632,0.002007972677390078,2.697242200959016,-1.1938321385808273,0.02,0.23262
1077,0.01808247201488916,0.011898152676689235,0.1285684423655573,0.8908656176355426,-2.5312467593430608,0.02,0.073455
1078,0.09135402552209886,0.07492841535394491,0.2227617007914583,0.6521594749198014,-6.387439606716548,0.02,0.0016483333333333332
1079,-0.03281651543057064,0.018543782210193815,0.0767808685864203,1.1147469792184093,3.5199566178404718,-0.02,0.9714033333333333
1080,-0.022123528379534078,0.022155499914502164,0.3180093643418286,0.4975600912668126,-3.868699892803126,-0.02,0.020453333333333334
1081,-0.07318926836384437,0.03496327156949481,0.036320719093204445,1.4398455617170556,4.863249945512641,-0.02,0.9923
1082,-0.02325012809687529,0.007453605833501283,0.00181273406522482,2.7416659038342712,-1.2208409138949499,-0.02,0.22830333333333333
1083,-0.01924402056330658,0.0063936070622214545,0.0026134681421416603,2.582782789530803,-0.43802509879873497,-0.02,0.39184166666666664
1084,0.010149147767758273,0.010886084403656364,0.35117907407208915,0.4544713705728304,-2.3176966709669236,0.02,0.08966333333333333
1085,-0.037686964306833756,0.017867609321147046,0.03492441154357382,1.456870902766587,-3.4063123975391214,-0.02,0.03208333333333333
1086,0.015968177633226756,0.006243617508869013,0.01054214479672097,1.9770710230304662,-0.11704879160490811,0.02,0.47127166666666664
1087,0.013829592614105685,0.0069497693741483605,0.04659804399345651,1.3316323129382652,0.9427335022655357,0.02,0.7193216666666666
1088,0.015222988078089004,0.011879350539986904,0.20002990901342865,0.6989050625943002,-2.533828334291047,0.02,0.07381666666666667
1089,0.0693849052324333,0.05731544510559341,0.2260565891735723,0.6457828294834083,-5.915086000916399,0.02,0.002855
1090,-0.020469297606597978,0.00784209595550876,0.009049406675516809,2.0433798943855326,-1.3959248086539973,-0.02,0.19855166666666665
1091,0.20116345245689116,0.10416696468295437,0.053462821573142416,1.2719481244925088,10.39169358772929,0.02,0.9989916666666666
1092,-0.0188203916538597,0.006360097337472771,0.003085031304895959,2.5107404246697698,-0.3872894190006835,-0.02,0.40380166666666667
1093,0.016619727020469637,0.009444818531693783,0.0784644363345334,1.1053271407496879,-1.9596129036799386,0.02,0.12341666666666666
1094,0.024961201233663435,0.008377236619409317,0.0028858148472948745,2.5397315365057445,-1.6318460282821459,0.02,0.16413666666666665
1095,0.040991105532358824,0.012349641284646187,0.0009027113521542865,3.044451095983855,-2.6295815916460015,0.02,0.066965
1096,-0.06793243208575749,0.09998015541907519,0.4968469781896995,0.3037773472035031,-9.067732788824776,0.02,0.00101
1097,-0.04175525478501784,0.09581839406558301,0.66300002862665,0.1784864528434986,-6.8028415761043455,-0.02,0.0010833333333333333
1098,-0.0029677926217759956,0.025666715665036144,0.9079473208389832,0.041939348541279814,4.1809769281455775,-0.02,0.98505
1099,-0.02676023653560076,0.03505294894623073,0.44521101284293485,0.3514341013953667,-4.79707717836215,-0.02,0.008091666666666667
1100,0.01860923208430779,0.006241369379389846,0.002867516116806814,2.5424941324779256,-0.10086728885942597,0.02,0.47456166666666666
1101,-0.027449790614389027,0.0065188523518616825,2.5443216325700622e-05,4.5944279895561735,-0.5847984092769601,-0.02,0.3575716666666667
1102,0.04247200806050966,0.021884218819888356,0.05228744178145586,1.281602605968694,-3.8862664003218033,0.02,0.020248333333333333
1103,-0.013178960127266917,0.009702298479974574,0.17435778442750594,0.7585586582195167,-2.0110183629173584,-0.02,0.11767
1104,0.01831336112313787,0.008515803510715899,0.031514519933396164,1.501489304177426,1.656775285587244,0.02,0.8391883333333333
1105,0.02050262486969631,0.0071659850466073965,0.00422169210586094,2.374513443600973,-1.0938936338512368,0.02,0.2513666666666667
1106,-0.014858170454439205,0.008854270489886379,0.09333156563664848,1.029971448822293,-1.765716335081723,-0.02,0.14601666666666666
1107,0.028890873067553908,0.007156175136329258,5.409414928954299e-05,4.2668497047395055,1.0614451855664961,0.02,0.7423133333333334
1108,0.07889025315603392,0.0734201483130128,0.2825967912634959,0.5488327736426938,-6.35613352345992,-0.02,0.0017283333333333332
1109,0.028042445853732254,0.014559361490142966,0.05409480673130798,1.266844426505179,-3.0009123006775607,0.02,0.047455
1110,0.06262989189706854,0.05339538103710749,0.2408175115911767,0.6183119355583307,-5.702208311526099,-0.02,0.0033033333333333335
1111,-0.023068488249596005,0.006253600357941087,0.00022528490127399223,3.647267913971335,0.16958109169583113,-0.02,0.5418683333333333
1112,0.027727433644977866,0.00654087380708748,2.2441531380807995e-05,4.648947510716129,0.6130675220558943,0.02,0.64759
1113,-0.001732246493229421,0.007102181522636073,0.8073056061637418,0.09296203163955595,1.044656410147007,-0.02,0.739635
1114,0.02948636658580812,0.013191185637683171,0.025397116322394227,1.5952155918984894,-2.781795146274286,0.02,0.058465
1115,0.02454889148665361,0.006828421053578463,0.00032426062122547074,3.489105789602968,0.85409773980535,0.02,0.70101
1116,0.029921471246358855,0.006467610231867006,3.7215433453756975e-06,5.429276918349429,-0.5676198955195377,0.02,0.36321166666666665
1117,0.018557364874415064,0.017478686709604122,0.2883655808828933,0.540056577949451,-3.3962497354103487,0.02,0.03256333333333333
1118,-0.0021543432411603356,0.006432007687008025,0.7376695749675792,0.1321381285603012,0.5007762891629024,-0.02,0.6231433333333334
1119,0.0007103718016878679,0.0245218856958255,0.9768894026077805,0.010154601640475032,-4.11320290841885,-0.02,0.016423333333333335
1120,-0.03378055094922971,0.01842572488792287,0.06675256894739165,1.1755320159827436,-3.4685411437021187,-0.02,0.030045
1121,-0.028820782813918287,0.009208106597844734,0.0017484448976753776,2.7573480499504512,-1.8700156274127437,-0.02,0.13393
1122,0.0062410057002762935,0.01164441742222886,0.591982412508221,0.2276911957502082,-2.484735581138013,0.02,0.07746
1123,-0.01454985710768271,0.018997197818888378,0.4437388349751009,0.35287256119252447,-3.5635609285165595,-0.02,0.027915
1124,-0.03594829868106131,0.01809119751153912,0.046915725236386825,1.3286815658409201,3.4804089448837834,-0.02,0.9699566666666667
1125,0.001694224836696299,0.015017064688933433,0.9101732830675004,0.04087591678244049,-3.0484196450367094,0.02,0.045088333333333334
1126,-0.01784772038368161,0.011308486683271444,0.11450613103224566,0.9411712591565188,-2.3967890110041568,-0.02,0.083625
1127,0.025476558291205688,0.0330669071084603,0.44103013961467386,0.3555317302122795,-4.718956289432237,0.02,0.008841666666666666
1128,-0.00919812355634953,0.006667792396484977,0.16774508482326578,0.7753501964371039,-0.7364407064970728,-0.02,0.32389
1129,0.023993083614686876,0.00799931087140437,0.00270517392189742,2.567804807861599,-1.486052276013879,0.02,0.18472666666666668
1130,0.02201908842325349,0.006287829805381261,0.00046202542936570393,3.335334120700849,0.24599691339804153,0.02,0.5617183333333333
1131,0.01647782330086437,0.03238022464758011,0.61083256013943,0.21407782113756077,-4.657704175533241,0.02,0.00927
1132,-0.019800851074942418,0.008891323632327176,0.025948225824444247,1.585892331110115,-1.7759018539065932,-0.02,0.144905
1133,-0.008093125455319136,0.007079199800273552,0.25294475912445613,0.5969743145037177,-1.0247521660641752,-0.02,0.264065
1134,0.0035482446498384143,0.015441384181669602,0.8182565168212925,0.08711052716477136,3.101527108244319,-0.02,0.95735
1135,-0.016021664423141405,0.008793226454862246,0.06844798321180652,1.1646393436276854,-1.742453392206928,-0.02,0.148555
1136,0.006251112907909598,0.011596445733534171,0.5898494489129832,0.22925882200150594,-2.467140940844568,0.02,0.07816166666666667
1137,-0.011432288341564683,0.020691608197827116,0.5806000477128703,0.2361229328146526,-3.738339435923307,-0.02,0.023383333333333332
1138,-0.025817908114918783,0.006711678328990242,0.00011971249050768245,3.9218605340082906,0.7938487210938481,-0.02,0.6881933333333333
1139,0.0032508011187182646,0.007304623716892057,0.6562956576923052,0.18290046919501846,1.1532852825175637,0.02,0.76018
1140,-0.022344949163637565,0.007067582391708748,0.0015689878386508848,2.8043804226509743,-1.0099378240800707,-0.02,0.2669916666666667
1141,0.026335246031359987,0.007036300677407947,0.0001820037369650158,3.739919694835673,-1.015250233125705,0.02,0.2653783333333333
1142,-0.017152341971572713,0.09471487326994313,0.8562934069400537,0.06737739983034514,-7.318224188734279,0.02,0.0010933333333333333
1143,-0.03288475523186965,0.011739258545775958,0.0050902953394964465,2.293257019118532,-2.4684811307087244,-0.02,0.07766833333333334
1144,0.006892260328728611,0.014070482377621044,0.6242483685012657,0.20464258402158608,-2.9068273935957536,-0.02,0.051576666666666666
1145,-0.0207726013501843,0.007528241779885788,0.005792712577278594,2.2371180197831175,-1.255719485732073,-0.02,0.22178833333333334
1146,0.010595121012312943,0.009277062502455002,0.2534219565376503,0.5961557604468637,-1.9037112451480183,0.02,0.12908666666666666
1147,0.023994893046564797,0.006855554582441127,0.00046514309398326914,3.332413422664045,0.8722538322975917,0.02,0.7050966666666667
1148,0.014784044564244979,0.01813894224442756,0.4150468556930581,0.3819028719137796,3.454744076761915,0.02,0.96929
1149,0.011477698945977324,0.006245907353098411,0.06611618447780504,1.1796922172307756,-0.12319324240386709,0.02,0.4686283333333333
1150,0.025751073629544027,0.008775224350428643,0.0033406374522687685,2.476170654269883,-1.7597936210810252,0.02,0.14635166666666666
1151,-0.02135744364765182,0.009525872122531106,0.02495839839200326,1.6027832872521302,1.9814530711661436,-0.02,0.879295
1152,0.0004854298484609423,0.01712129512654051,0.9773810863326305,0.009936069421666987,3.337580389198764,-0.02,0.9656616666666666
1153,0.09290292118846087,0.04801454763285575,0.05300365980365397,1.2756941421415349,5.404083590385663,0.02,0.9955366666666666
1154,0.02494472747931643,0.008652604792248598,0.0039401326334069595,2.404489158634516,1.6925147719144011,0.02,0.8448566666666667
1155,0.02551336007123373,0.008232200444548381,0.0019403408053709022,2.7121219830116057,-1.5793712572267449,0.02,0.17147833333333334
1156,-0.05837052912769786,0.018504087194979393,0.0016079165973331279,2.7937364818670343,-3.4669515147124086,-0.02,0.030195
1157,-0.03667479116700606,0.036352167340580895,0.31303460811421424,0.5044076455776382,-4.875723625963795,0.02,0.007561666666666667
1158,0.023408792012944605,0.0590702214527564,0.6918929272428682,0.15996110887489,5.846528943992319,0.02,0.9971716666666667
1159,-0.022462645644175733,0.006294682593350533,0.0003590154419428123,3.444886871181222,-0.2608014506689411,-0.02,0.43433166666666667
1160,-0.018114093152315065,0.006726629270878853,0.007083498933702527,2.1497521671353286,0.7982352363185574,-0.02,0.6898383333333333
1161,-0.02037300277833776,0.020366182002824026,0.3171484596574399,0.49873739356463703,-3.699524874160379,-0.02,0.024275
1162,-0.01260757015872009,0.028737376386956733,0.660866743624182,0.17988610230403543,-4.401389366999847,-0.02,0.011991666666666666
1163,-0.022418295605597043,0.006508089451336471,0.0005717325571244417,3.242807076323592,0.6074942012764148,-0.02,0.646225
1164,-0.01293649776556372,0.012849487242963286,0.3140445851713851,0.5030086904002089,2.711426439665421,0.02,0.9376216666666667
1165,-0.013523177941091941,0.007434172009804972,0.06890283067840706,1.1617629359623345,1.2288582918549957,-0.02,0.7736466666666667
1166,-0.03612047330618663,0.01544171901247772,0.01932775121729829,1.7138186731691603,-3.0792090403280477,-0.02,0.043408333333333333
1167,-0.03586912891099097,0.024334411772771583,0.14047931237573866,0.8523876272363297,-4.049149099415489,-0.02,0.017025
1168,0.0376314231134498,0.0367024271692569,0.30521619968157265,0.5153924194537047,-4.949096224462795,0.02,0.007116666666666667
1169,-0.04203055756220066,0.006366954222402468,4.0740261580129146e-11,10.38997618686158,-0.39183228684551974,-0.02,0.40442
1170,0.024973274340300174,0.012659045616273996,0.04852277276890782,1.3140543899194495,-2.6814020863848453,0.02,0.06401
1171,-0.029028144305709616,0.06769936605333736,0.6680832260807462,0.17516943217089595,-6.133211770491348,-0.02,0.0021583333333333333
1172,-0.018155823182468687,0.030049334784492458,0.5457103467630051,0.263037811839945,-4.494923578197947,-0.02,0.01099
1173,-0.030675400409074682,0.019893956879249775,0.12308679978544433,0.9097885196741358,3.660575292743631,-0.02,0.9752266666666667
1174,0.004699883529427404,0.015004794317437961,0.7541093803627057,0.12256565699135326,-3.0546517412533065,0.02,0.04509333333333333
1175,-0.003510012027018083,0.020184510027287255,0.8619469443037769,0.06451946561987906,-3.6921891497082413,0.02,0.024496666666666667
1176,-0.02233538731469029,0.006804999274116991,0.0010299951768300787,2.9871648089656886,-0.8362178165990727,-0.02,0.3023
1177,-0.027662674924384154,0.03756016533902079,0.4614327332292316,0.3358916006328835,4.97726550114613,-0.02,0.99317
1178,0.0009554290192827984,0.07076636096214224,0.9892279482209582,0.004703622206941127,-6.237122111752199,0.02,0.0019416666666666666
1179,-0.03930919051114343,0.051524521263209236,0.44550991842153786,0.35114262278806385,-5.599463861885959,-0.02,0.003755
1180,0.013473684808445787,0.006288897935070448,0.0321568351970272,1.4927267001008446,-0.27014600966225566,0.02,0.432725
1181,0.017642774123032664,0.00679379229391869,0.009407031736535622,2.0265473907917926,-0.8500301746539942,0.02,0.29932
1182,0.009254472054270517,0.00757187456293126,0.22162566457094146,0.6543799491053631,-1.2910854128468048,0.02,0.215405
1183,-0.02159411079701143,0.024576034669241048,0.37958273600555026,0.42069354816261884,-4.093461955412849,0.02,0.016553333333333333
1184,-0.029145589020690036,0.007998131263812666,0.0002683814055519756,3.5712475769751526,-1.450291849956575,-0.02,0.18933166666666668
1185,0.020603811087432353,0.011037737260095501,0.061947709989843475,1.2079747434793096,-2.3533830851715827,0.02,0.086495
1186,-0.1304357098113502,0.09895822031098492,0.1874739640706935,0.7270590375125564,-6.835371179085193,0.02,0.00107
1187,0.0188130287613247,0.023570834687674794,0.42478425986137236,0.37183158416292955,-4.007819400599532,0.02,0.017625
1188,-0.018113830992776442,0.011151949147981415,0.10431715347800799,0.9816442721265357,-2.361110248509718,-0.02,0.08624166666666666
1189,-0.021522302899962778,0.007247924522619711,0.002983395978043958,2.5252891000853683,-1.1125510231632016,-0.02,0.24728833333333333
1190,0.022559987125563206,0.008057198629925693,0.005110592799425877,2.2915287212767113,1.4845836824965917,0.02,0.8147933333333334
1191,-0.03317555171555476,0.023263674115817264,0.15384908063184605,0.8129050946567509,-3.9785113135214933,-0.02,0.01863
1192,-0.029662673029046353,0.014387970236742558,0.039242962685960794,1.406238212566461,-2.9493522379113255,-0.02,0.050175
1193,-0.021236634233758933,0.006862031783808538,0.001969438827565301,2.705657504199051,0.9063002237459783,-0.02,0.711275
1194,0.0042181615472879795,0.026623457670850243,0.8741118450600519,0.058432994614216985,-4.259541741949523,-0.02,0.01387
1195,-0.030676797962570244,0.006297981268579502,1.1109453946300015e-06,5.954307287048043,0.30367388176176213,-0.02,0.5747733333333334
1196,0.013113798546286004,0.02637420054762148,0.6190334232969373,0.208285901607422,-4.267218277247381,0.02,0.014068333333333334
1197,-0.011438988681222072,0.006260224687107146,0.06766235434271746,1.1696528948090241,-0.17579441813834862,-0.02,0.45659666666666665
1198,-5.639222871805795e-05,0.008827668142641205,0.9949030500586483,0.0022192377225858056,-1.7631062314683268,-0.02,0.14603666666666668
1199,-0.023864389976303458,0.09334667596560262,0.798218523246796,0.09787819831279493,-6.819727946420036,0.02,0.00113
1200,0.0209428992833363,0.013769176142821117,0.12826015863013776,0.8919082272898939,-2.8789529696479415,0.02,0.0536
1201,-0.022744614015863616,0.00629959173331404,0.0003056188874040694,3.514819809645123,0.2995752258918778,-0.02,0.5746
1202,0.03936655520607177,0.034486963346513,0.2536656921830085,0.5957382663341948,4.759422459882647,0.02,0.9915783333333333
1203,-0.009026445265508797,0.013788278049528709,0.5126955042490835,0.2901404908068711,2.8690497112475457,-0.02,0.9462216666666666
1204,-0.02367716574665879,0.006601613675643808,0.0003350530025122975,3.4748864858651207,-0.6672009058936903,-0.02,0.33864
1205,0.02599543988880077,0.019750594695422157,0.1881118990998727,0.7255837320946615,3.6344311381093792,0.02,0.9740666666666666
1206,-0.05133206474163356,0.023083800110310443,0.026166831573006664,1.58224886099271,-3.929622512253763,-0.02,0.019121666666666665
1207,0.004347895821939981,0.01640405192976686,0.7909708570701373,0.10183951757284981,-3.252399175112358,0.02,0.03743333333333333
1208,0.03136413072298851,0.007631321261133257,3.957937786705436e-05,4.402531036583103,-1.3399672709724892,0.02,0.20878833333333333
1209,0.04898238545462606,0.011317135764267114,1.5035955457889255e-05,4.822868969498632,-2.4359112565115932,0.02,0.08068833333333333
1210,-0.006225915512448934,0.008405069985085513,0.4588551437369581,0.33832439551885046,1.627287353897193,-0.02,0.835795
1211,-0.02131269715391396,0.01063511093007457,0.04507071663990665,1.3461055364423882,-2.242690578109393,-0.02,0.09597
1212,-0.004726793525603973,0.02654107210579391,0.8586495141170175,0.06618407149625125,-4.230819699392934,-0.02,0.014026666666666666
1213,0.013359872332138504,0.006696926311930735,0.04605095275685025,1.3367613801737062,0.7543524197545948,0.02,0.680885
1214,-0.01148525023943976,0.006283767269761891,0.06758481964650194,1.1701508408055004,0.25735219887857896,-0.02,0.563865
1215,-0.023571887064434027,0.009052503105637958,0.009216743994294141,2.0354224753732275,1.845077892916376,-0.02,0.864055
1216,0.01617966468960487,0.008931200667538814,0.0700497292699127,1.1545935388480169,1.7908692063182323,0.02,0.8568916666666667
1217,0.006651768179866216,0.011804438764826041,0.5730963668713642,0.24177234473143197,2.502105691346138,0.02,0.9243083333333333
1218,0.0179082975379011,0.007262579113225823,0.013669555886659506,1.8642455950961336,1.121494164430923,0.02,0.7545583333333333
1219,0.010499628072313633,0.0062350194383389195,0.09218615274608247,1.035334309289188,0.012648435262093471,0.02,0.50249
1220,0.015597421778267085,0.00772037900773643,0.0433530835389166,1.3629800073847655,1.3425241660200993,0.02,0.7934466666666666
1221,0.029461884116687764,0.009033017904512077,0.0011079430794129583,2.9554825509179237,1.8121547906352504,0.02,0.859805
1222,-0.007687658601108081,0.006701632603763979,0.2513269845788477,0.5997608793957698,0.7765321083930958,-0.02,0.6842766666666666
1223,0.0014173023312174793,0.034374338357213964,0.9671114158806491,0.014523490224309155,4.768456696100096,0.02,0.9917016666666667
1224,0.010431750976020619,0.006254415604022663,0.09533522445886315,1.0207466065846456,-0.16261021036718515,0.02,0.4590033333333333
1225,-0.03258644422263736,0.0263999048944866,0.21707643957936085,0.6633873101979488,-4.261284089931533,-0.02,0.014401666666666667
1226,-0.025300506818233513,0.019961225623913424,0.20498276947510896,0.6882826435119594,3.678506336315091,-0.02,0.9753266666666667
1227,-0.030896595163196077,0.009533843986051779,0.001192248854817757,2.9236330860436595,1.9922010876583862,-0.02,0.8800866666666667
1228,0.017783942932070532,0.014032591127317064,0.20503682833273063,0.688168124772735,2.881771489321605,0.02,0.9474416666666666
1229,-0.025234177878723375,0.006599631707098623,0.00013153127943782338,3.88097095537306,-0.669678795542126,-0.02,0.3392483333333333
1230,0.02246247511832394,0.012955785590534239,0.08295721907106454,1.0811458149885218,-2.738118516524527,0.02,0.060983333333333334
1231,-0.021118921818456156,0.0347276067186138,0.5431008298227755,0.265119533633119,4.794238124088513,0.02,0.9919716666666667
1232,0.021600489562820253,0.011102015532894891,0.05169838771937476,1.2865230007261175,2.3442421082302856,0.02,0.9127433333333334
1233,0.032083813965801615,0.01940096872568795,0.09818395640974358,1.0079594716015987,-3.607941407100264,0.02,0.026065
1234,0.021716155568895768,0.007353644678747275,0.0031458513800835084,2.5022617986657703,1.1694572373281462,0.02,0.76291
1235,0.0022482335305501477,0.019995120172314067,0.9104752460735176,0.040731857271386486,-3.665836162038773,0.02,0.024896666666666668
1236,0.013154975151375587,0.03007772852225525,0.6618459535374844,0.17924308203126754,-4.508700019804261,-0.02,0.01078
1237,0.03886150703333696,0.026181563714687293,0.1377272030141401,0.8609802721459087,4.21380649885923,0.02,0.9853016666666666
1238,-0.012469229268656259,0.009090739741170858,0.17017529498353923,0.7691034879123617,-1.8416519813151553,-0.02,0.13695
1239,-0.021660550609620795,0.006234882013771098,0.0005125862045447017,3.2902330863506313,0.004969564578308772,-0.02,0.5021283333333333
1240,-0.017009426851738486,0.009297915998188013,0.06734261655393577,1.1717100133880929,1.9235102100555548,-0.02,0.8719916666666667
1241,-0.0264531723226803,0.012336593148075038,0.03201005351166595,1.4947135998389414,-2.593717906017365,-0.02,0.06951333333333333
1242,0.015690163741080697,0.006587602475113601,0.01722958536109476,1.7637251739481012,-0.6822483153752449,0.02,0.33661166666666664
1243,-0.020975583756333124,0.007021303705928804,0.0028134283323413578,2.5507641433374646,1.006687336897856,-0.02,0.732235
1244,0.008889919914209626,0.017937830375082908,0.6201793601774301,0.20748269135603958,-3.4404241165029044,0.02,0.031023333333333333
1245,-0.015094529783277922,0.007716495213750312,0.050448895670288,1.2971483360583764,-1.3457996104018424,-0.02,0.20678666666666667
1246,0.09830330365401072,0.09157293920759259,0.2830480462015893,0.5481398385776459,-6.833669380529827,-0.02,0.0010983333333333333
1247,-0.012434049222719575,0.010782550421564365,0.24884306725548155,0.6040744541549569,-2.287360065891129,-0.02,0.09264833333333333
1248,0.009119778748500796,0.010588235391605801,0.3890659918408018,0.4099767291072372,2.2419541893400297,0.02,0.90368
1249,-0.010088695567918523,0.006236044935604014,0.10570494341726544,0.9759047019202161,0.04259710122111926,-0.02,0.5113116666666667
1250,0.02276533244567411,0.012583702571429798,0.0704335419835731,1.1522204711243265,-2.673650862359347,0.02,0.06491166666666667
1251,0.030074755003348285,0.006307960582161695,1.8629827824774437e-06,5.729791158796506,-0.31964859889416863,0.02,0.42003
